Year,Account,Bundle,Total_Amount,Total_Orders,Avg_Order_Value,Segment
2025,"Automated Control Concepts, Inc./ Inflexion Point",Sierra Wireless,2230.38,1,2230.38,Needs Nurture
2025,Axis Communication,Sierra Wireless,796.62,1,796.62,Promising/New
2025,Baytown Communications,Sierra Wireless,1645.92,1,1645.92,Promising/New
2025,"Blackdragon Networks, LLC",Sierra Wireless,648.0,2,324.0,At Risk
2025,Bluebonnet Electric Cooperative,Sierra Wireless,6885.8,1,6885.8,Needs Nurture
2025,Britt Rice Electric,Sierra Wireless,1376.92,2,688.46,Loyal
2025,Brown Engineers,Sierra Wireless,800.0,1,800.0,One-time/Low Value
2025,CEC Controls,Other,8000.0,1,8000.0,Needs Nurture
2025,CEC Controls,Sierra Wireless,3023.36,1,3023.36,Needs Nurture
2025,CSX,Cambium Networks,190302.25,5,38060.45,Champions
2025,California American Water,Sierra Wireless,78633.6,9,8737.066666666668,Champions
2025,Castlerock Consulting,Sierra Wireless,3041.09,1,3041.09,Promising/New
2025,Castro IT,Sierra Wireless,2029.95,1,2029.95,One-time/Low Value
2025,Champion X,Other,245.73,1,245.73,One-time/Low Value
2025,City of Flushing,Sierra Wireless,995.66,1,995.66,Promising/New
2025,City of Rock hill,Sierra Wireless,300.0,1,300.0,One-time/Low Value
2025,City of Vernon,Sierra Wireless,8650.0,2,4325.0,At Risk
2025,Climatemaster Inc,Sierra Wireless,740.98,1,740.98,One-time/Low Value
2025,Cogar Manufacturing,Sierra Wireless,3018.75,1,3018.75,Needs Nurture
2025,Complete Control Services,Sierra Wireless,663.2,1,663.2,Promising/New
2025,Conrail,Sierra Wireless,13502.5,3,4500.833333333333,At Risk
2025,ConstructCams,Sierra Wireless,4325.0,1,4325.0,Needs Nurture
2025,Control Systems NW,Other,50.0,1,50.0,One-time/Low Value
2025,Control Systems NW,Sierra Wireless,8061.22,5,1612.244,Big Spenders
2025,Control Systems Technology,Sierra Wireless,1626.32,2,813.16,Loyal
2025,Cooperative Energy,Sierra Wireless,15875.0,2,7937.5,At Risk
2025,Cox,Cambium Networks,5435.75,6,905.9583333333334,Needs Nurture
2025,Crowd Strike,Sierra Wireless,1654.18,1,1654.18,One-time/Low Value
2025,DLA Pearl Harbor,Cambium Networks,142799.22,1,142799.22,Needs Nurture
2025,DR Controls,Sierra Wireless,724.39,2,362.195,At Risk
2025,Dalton Utilities - Dutil,Sierra Wireless,1578.04,1,1578.04,One-time/Low Value
2025,Delaware Electric CO-OP,Sierra Wireless,27937.5,1,27937.5,Needs Nurture
2025,Deloitte,Other,1000000.0,1,1000000.0,Needs Nurture
2025,Deloitte,Professional Services,1000000.0,1,1000000.0,Needs Nurture
2025,Dixie Electric,Cambium Networks,17946.91,1,17946.91,Big Spenders
2025,Dominion Energy Transmission,Sierra Wireless,10000.0,1,10000.0,Needs Nurture
2025,Drov Technologies,Other,2672.1,1,2672.1,Needs Nurture
2025,Dynasty Motorcoach LLC,Sierra Wireless,1045.12,1,1045.12,One-time/Low Value
2025,EDRDPC,Sierra Wireless,2752.73,1,2752.73,Promising/New
2025,EQT,Sierra Wireless,101339.42,9,11259.93555555556,Champions
2025,"ETS - Engineering & Testing Services, Inc.",Sierra Wireless,10296.68,5,2059.336,Champions
2025,"East Carolina Communications,LLC",Cradlepoint,6633.4,1,6633.4,Needs Nurture
2025,"East Carolina Communications,LLC",Other,613.8,1,613.8,One-time/Low Value
2025,Electronic Security Corporation,Sierra Wireless,2415.7,4,603.925,Loyal
2025,Elevated Networks,Sierra Wireless,330.91,1,330.91,Promising/New
2025,Energy Transfer Partners,Cambium Networks,66852.77,1,66852.77,Big Spenders
2025,Energy Transfer Partners,GE,55601.39,2,27800.695,At Risk
2025,Enlink,Sierra Wireless,18922.5,21,901.0714285714286,Champions
2025,Enterprise Products,GE,15185.65,10,1518.565,Champions
2025,Enterprise Products,Other,8738.39,2,4369.195,Loyal
2025,Exelon,Sierra Wireless,41464.63,14,2961.759285714285,Champions
2025,Exxon Mobil,Cambium Networks,402432.39,18,22357.355,Champions
2025,Exxon Mobil,Ceragon Networks,3554.67,1,3554.67,Needs Nurture
2025,Exxon Mobil,GE,718290.0,1,718290.0,Needs Nurture
2025,Exxon Mobil,Other,1462.14,1,1462.14,One-time/Low Value
2025,Fiero Automation - Hartfiel,Sierra Wireless,1019.53,1,1019.53,One-time/Low Value
2025,Fleaux Services,Peplink,9449.4,4,2362.35,Big Spenders
2025,Fletcher Industries,Sierra Wireless,26836.99,3,8945.663333333332,Big Spenders
2025,Foundation & Geotechnical Engineering LLC,Sierra Wireless,804.89,1,804.89,One-time/Low Value
2025,Future Technologies Innovations LLC,Cambium Networks,72785.43,7,10397.91857142857,At Risk
2025,Future Technologies Innovations LLC,Nokia,548301.195,6,91383.5325,Champions
2025,Future Technologies Innovations LLC,Other,1013962.16,17,59644.83294117647,Champions
2025,Future Technologies Innovations LLC,Professional Services,243004.2,1,243004.2,Needs Nurture
2025,Future Technologies Innovations LLC,Sierra Wireless,6311.4,1,6311.4,Needs Nurture
2025,Future Technologies Innovations LLC,Site Infrastructure,80307.34,2,40153.67,At Risk
2025,Garces & Garces Cargo Service,Use Cases,2000.0,1,2000.0,Promising/New
2025,George E. Booth Company,Sierra Wireless,916.47,1,916.47,One-time/Low Value
2025,Go Time Digital,Peplink,333.0,1,333.0,One-time/Low Value
2025,"Golden Automation, LLC",Sierra Wireless,730.02,1,730.02,Promising/New
2025,Graybill Inc. (Alliant Energy),Sierra Wireless,24937.0,2,12468.5,Loyal
2025,Green Grid Inc.,Sierra Wireless,2060.92,2,1030.46,Needs Nurture
2025,Groveport Police Department,Sierra Wireless,5134.12,1,5134.12,Promising/New
2025,Hawaii American Water,Sierra Wireless,8856.77,2,4428.385,At Risk
2025,Hexagon Transportation,Sierra Wireless,2894.74,1,2894.74,Promising/New
2025,Hilcorp,GE,3154966.4,2,1577483.2,Loyal
2025,ICA Engineering,Sierra Wireless,1252.93,1,1252.93,One-time/Low Value
2025,ICS Electrical Services,Sierra Wireless,1263.71,1,1263.71,One-time/Low Value
2025,"ISUZU Technical Center of America, Inc.",Sierra Wireless,6091.16,2,3045.58,Loyal
2025,ITC Electrical,Sierra Wireless,3000.0,1,3000.0,Needs Nurture
2025,Idemia,Sierra Wireless,37825.75,1,37825.75,Big Spenders
2025,Illinois American Water,Other,16860.65,2,8430.325,At Risk
2025,Illinois American Water,Sierra Wireless,19434.96,8,2429.37,Champions
2025,Indeck Power Equipment Company,Sierra Wireless,300.0,1,300.0,One-time/Low Value
2025,Indiana American Water,Sierra Wireless,57350.8,8,7168.85,Champions
2025,Indpendent Stave Company,Sierra Wireless,988.9,1,988.9,One-time/Low Value
2025,Inframark,Sierra Wireless,6826.66,3,2275.553333333333,Champions
2025,Iowa American Water,Sierra Wireless,799.2,1,799.2,Promising/New
2025,Irby Utilities,Other,6849.51,3,2283.17,Champions
2025,J&M Security Solutions,Sierra Wireless,4893.92,1,4893.92,Needs Nurture
2025,John's Hopkins University,Sierra Wireless,5722.29,1,5722.29,Promising/New
2025,Joseph P. Mangione JPM Lock & Security,Sierra Wireless,500.0,1,500.0,Promising/New
2025,K6LNI,Sierra Wireless,1608.04,2,804.02,At Risk
2025,KTA Security,Sierra Wireless,1028.91,1,1028.91,One-time/Low Value
2025,KYTC,Other,3792.59,5,758.5179999999999,Needs Nurture
2025,KYTC,Sierra Wireless,552465.02,4,138116.255,Champions
2025,Kays Electric,Sierra Wireless,1480.93,1,1480.93,Promising/New
2025,Keys Energy Services,Sierra Wireless,2665.08,2,1332.54,Needs Nurture
2025,Lake Shore Electric,Sierra Wireless,669.23,1,669.23,Promising/New
2025,Layer 2 Tech,Sierra Wireless,3481.87,1,3481.87,Needs Nurture
2025,Liberty University,Cambium Networks,909.52,1,909.52,Promising/New
2025,Loftus Labs,Sierra Wireless,456.1,1,456.1,One-time/Low Value
2025,MTmajortech,Sierra Wireless,556.03,1,556.03,Promising/New
2025,Mad River Enterprises,Sierra Wireless,1412.69,1,1412.69,Promising/New
2025,Maher Terminal Port Elizabeth,Nokia,298387.57,4,74596.8925,Champions
2025,Maher Terminal Port Elizabeth,Use Cases,84776.17,3,28258.72333333333,At Risk
2025,Maryland American Water,Sierra Wireless,799.2,1,799.2,One-time/Low Value
2025,Maxim Automation,Sierra Wireless,50059.51,9,5562.167777777777,Champions
2025,McEnery Automation,Sierra Wireless,3500.98,1,3500.98,Needs Nurture
2025,Mcnaughton Mckay Electric Co,Sierra Wireless,13917.05,1,13917.05,Big Spenders
2025,MediaQuest Outdoor,Sierra Wireless,750.0,2,375.0,At Risk
2025,Miami International Airport,Nokia,198586.57,3,66195.52333333333,Big Spenders
2025,Miami International Airport,Other,16393.66,2,8196.83,Big Spenders
2025,Midwest Security Services,Sierra Wireless,1504.38,1,1504.38,One-time/Low Value
2025,Missouri American Water,Sierra Wireless,5618.16,3,1872.72,Needs Nurture
2025,Mon Valley Integration,Sierra Wireless,6334.53,8,791.81625,Champions
2025,NH DOT,Sierra Wireless,6692.3,1,6692.3,Needs Nurture
2025,NJ American Water,Sierra Wireless,151329.71,10,15132.971,Champions
2025,NOVEC,Cambium Networks,2849.38,1,2849.38,Needs Nurture
2025,NRG Controls,Sierra Wireless,2875.38,1,2875.38,Promising/New
2025,NSG,Sierra Wireless,779.52,1,779.52,One-time/Low Value
2025,Navistar,Sierra Wireless,1119.56,2,559.78,At Risk
2025,Nazari Capital,Other,22500.0,1,22500.0,Big Spenders
2025,Nerds on Standby Inc,Peplink,2523.8,1,2523.8,Needs Nurture
2025,Norfolk Southern,Cambium Networks,38406.46,11,3491.496363636364,Champions
2025,Oak Ridge National Lab,Sierra Wireless,820.63,1,820.63,One-time/Low Value
2025,Occidental Petroleum,Cambium Networks,1628179.67,19,85693.66684210527,Champions
2025,Occidental Petroleum,Cradlepoint,379481.62,8,47435.2025,Champions
2025,Occidental Petroleum,Ericsson,207145.31,7,29592.18714285714,Champions
2025,Occidental Petroleum,GE,1003476.3,7,143353.7571428572,At Risk
2025,Occidental Petroleum,Other,265931.86,11,24175.62363636363,Champions
2025,Occidental Petroleum,Sierra Wireless,2529.98,1,2529.98,Needs Nurture
2025,Occidental Petroleum,Site Infrastructure,733598.35,15,48906.55666666666,Champions
2025,Occidental Petroleum,Use Cases,192689.54,11,17517.23090909091,Champions
2025,Ohio Valley Electrical Services,Sierra Wireless,813.83,1,813.83,One-time/Low Value
2025,Optra Ventures,Sierra Wireless,766.0,1,766.0,One-time/Low Value
2025,Orenda,Other,321.69,1,321.69,One-time/Low Value
2025,Owen Electric,Sierra Wireless,29488.43,1,29488.43,Big Spenders
2025,PA American Water,Sierra Wireless,211060.77,73,2891.243424657534,Champions
2025,Paladin Technologies,Cradlepoint,1000.0,1,1000.0,One-time/Low Value
2025,Paladin Technologies,Sierra Wireless,483.69,1,483.69,One-time/Low Value
2025,Perceptive Controls,Cradlepoint,1117.3,2,558.65,Needs Nurture
2025,Perceptive Controls,Sierra Wireless,5109.05,3,1703.016666666667,Needs Nurture
2025,"Phillips Southern Electric Co., Inc.",Sierra Wireless,3452.66,3,1150.886666666666,Loyal
2025,Piedmont Automation,Sierra Wireless,1462.5,2,731.25,Loyal
2025,Powersouth Energy Cooperative,Cambium Networks,41684.19,7,5954.884285714286,Champions
2025,Powersouth Energy Cooperative,Other,993.6,1,993.6,One-time/Low Value
2025,ProTech Security,Sierra Wireless,464.56,1,464.56,Promising/New
2025,Process Solutions Integration,GE,5368.92,1,5368.92,Needs Nurture
2025,Proline Technology,Sierra Wireless,666.8399999999999,3,222.28,Needs Nurture
2025,Ramboll,Sierra Wireless,2903.58,1,2903.58,Promising/New
2025,Rappahannock Electric Cooperative,Sierra Wireless,115788.25,1,115788.25,Big Spenders
2025,Reading Truck,Sierra Wireless,1414.02,1,1414.02,Promising/New
2025,Reworld,Sierra Wireless,1283.66,1,1283.66,One-time/Low Value
2025,Rockwell Automation,Nokia,5887.5,1,5887.5,Promising/New
2025,Rosewood Consulting,Sierra Wireless,7820.07,5,1564.014,Champions
2025,Ross Valley Sanitary District,Sierra Wireless,2069.61,1,2069.61,One-time/Low Value
2025,Rovisys,Sierra Wireless,2835.64,1,2835.64,Needs Nurture
2025,"SGCCE, INC SouthEast Georgia Computer Consulting & Engineering, Inc.",Peplink,2447.04,2,1223.52,At Risk
2025,SOLV Energy,Sierra Wireless,2492.36,1,2492.36,Needs Nurture
2025,Salas O'Brien,Sierra Wireless,9211.65,1,9211.65,Needs Nurture
2025,Santee Cooper,Cambium Networks,52358.61,3,17452.87,Champions
2025,Sea Air Federal Credit Union,Sierra Wireless,800.0,1,800.0,One-time/Low Value
2025,Shenandoah Valley Electric CO-OP,Sierra Wireless,23411.6,3,7803.866666666666,Champions
2025,Shenandoah Valley Electric CO-OP,Site Development,25000.0,1,25000.0,Needs Nurture
2025,Sign Plus,Sierra Wireless,26565.45,4,6641.3625,At Risk
2025,Snapping Shoals EMC,Sierra Wireless,691.64,1,691.64,One-time/Low Value
2025,Sonavex,Sierra Wireless,2145.85,2,1072.925,At Risk
2025,South Coast Controls,Sierra Wireless,855.61,1,855.61,One-time/Low Value
2025,Southern Company,Cambium Networks,108931.05,20,5446.5525,Champions
2025,Southern Company,Other,216.06,1,216.06,Promising/New
2025,Southwest Traffic Systems ,Sierra Wireless,2152.08,1,2152.08,Promising/New
2025,"Spectra Automation, Ltd.",Sierra Wireless,1038.88,1,1038.88,One-time/Low Value
2025,Summit Utilities,Sierra Wireless,26996.0,2,13498.0,Big Spenders
2025,TICO Technical,Sierra Wireless,855.6,1,855.6,One-time/Low Value
2025,TID Water and Power  Turlock Irrigation District,Sierra Wireless,5088.89,1,5088.89,Promising/New
2025,"TRI-R Systems, Inc",Sierra Wireless,344.94,1,344.94,One-time/Low Value
2025,TUD Water Tuolumne Utilities District,Sierra Wireless,752.38,1,752.38,One-time/Low Value
2025,Teknitrade,Sierra Wireless,50800.0,2,25400.0,At Risk
2025,Tellus Products LLC,Sierra Wireless,1370.13,1,1370.13,One-time/Low Value
2025,Tennessee American Water,Sierra Wireless,3921.66,1,3921.66,Needs Nurture
2025,Tennessee Valley Authority,Sierra Wireless,1223.04,1,1223.04,One-time/Low Value
2025,Texas Electric Coop,Sierra Wireless,58170.5,3,19390.16666666667,At Risk
2025,The York Water Company,Sierra Wireless,15795.77,4,3948.9425,Big Spenders
2025,Thiele Kaolin Company,Cambium Networks,6539.179999999999,3,2179.726666666666,Champions
2025,Today's Power,Sierra Wireless,1817.5,1,1817.5,One-time/Low Value
2025,Town & Country Group,Sierra Wireless,483.69,1,483.69,One-time/Low Value
2025,TraC-N-trol Inc.,Sierra Wireless,752.38,1,752.38,One-time/Low Value
2025,Tri Tech Automation,Sierra Wireless,440.32,1,440.32,Promising/New
2025,Tri-City Electric,Sierra Wireless,1046.59,1,1046.59,One-time/Low Value
2025,Tri-County Electric Coop.,Cradlepoint,2105.94,1,2105.94,Needs Nurture
2025,Tri-County Electric Coop.,Sierra Wireless,5439.48,1,5439.48,Needs Nurture
2025,Trinity Exploration and Production Services Limited,Ericsson,1553.86,1,1553.86,One-time/Low Value
2025,Turkey Creek Fire,Sierra Wireless,1238.34,1,1238.34,One-time/Low Value
2025,UGI Utilities,Sierra Wireless,4401.12,3,1467.04,Loyal
2025,US Army,Cambium Networks,1429085.78,2,714542.89,Loyal
2025,Uniti Fiber,Other,8458.66,2,4229.33,Big Spenders
2025,University of Colorado Boulder,Sierra Wireless,3670.45,1,3670.45,Needs Nurture
2025,University of Evansville ,Sierra Wireless,1878.33,1,1878.33,Promising/New
2025,University of Minnesota,Sierra Wireless,2313.75,2,1156.875,At Risk
2025,V&R Cabling,Sierra Wireless,590.55,1,590.55,Promising/New
2025,VA-KY Communications,Sierra Wireless,1032.53,1,1032.53,Promising/New
2025,Valley Automation,Sierra Wireless,940.57,1,940.57,One-time/Low Value
2025,Vanguard Elite Security,Sierra Wireless,1310.63,1,1310.63,One-time/Low Value
2025,Vaso Technology Netwolves,Cradlepoint,8788.25,1,8788.25,Needs Nurture
2025,Virginia American Water,Sierra Wireless,1598.4,2,799.2,Loyal
2025,Vision to Learn,Sierra Wireless,90.0,1,90.0,One-time/Low Value
2025,West Coast Solar Energy,Sierra Wireless,756.8,1,756.8,One-time/Low Value
2025,West Virginia American Water,Sierra Wireless,31299.94,10,3129.994,Champions
2025,Western Midstream,Cambium Networks,78661.57999999999,6,13110.26333333333,At Risk
2025,Western Midstream,GE,71448.82,3,23816.27333333333,Champions
2025,Western Midstream,Site Infrastructure,73.64,1,73.64,One-time/Low Value
2025,Westlake,Sierra Wireless,789.02,1,789.02,One-time/Low Value
2025,Williams Information Technology LLC,GE,3728.0,2,1864.0,Needs Nurture
2025,Williams Information Technology LLC,Peplink,10000.0,1,10000.0,Needs Nurture
2025,Williams Information Technology LLC,Sierra Wireless,472180.9,11,42925.53636363637,Champions
2025,Zentro,SIAE,451911.44,8,56488.93,Champions
