Year,Month,Account,Bundle,Revenue,Orders
2023,12,Indeck Power Equipment Company,Sierra Wireless,0.0,1
2023,12,Irby Utilities,Sierra Wireless,17754.5,2
2023,12,KYTC,Sierra Wireless,224800.2,1
2023,12,Las Cruces,Sierra Wireless,1511.18,1
2023,12,Major Projects LLC,Sierra Wireless,2059.67,1
2023,12,Mon Valley Integration,Sierra Wireless,794.86,1
2023,12,Monumental Sports,Cambium Networks,13589.1,1
2023,12,Norfolk Southern,Cambium Networks,1446.96,1
2023,12,"North Shore Energy, LLC",Sierra Wireless,971.54,1
2023,12,Occidental Petroleum,Cambium Networks,6974.4,1
2023,12,Occidental Petroleum,Site Infrastructure,2611.08,1
2023,12,Perimeter Protection Security Solutions,Sierra Wireless,5597.1,1
2023,12,Rocket Technologies,Sierra Wireless,910.97,1
2023,12,Rohde & Schwarz,Ciena,13073.35,2
2023,12,Sonavex,Sierra Wireless,1945.85,1
2023,12,Western Midstream,Cambium Networks,99427.24,3
2023,12,Western Midstream,Site Infrastructure,17757.93,1
2023,12,Williams Information Technology LLC,Sierra Wireless,663.2,1
2024,1,APT Water,Sierra Wireless,100.0,1
2024,1,ATN International,Ciena,34127.83,1
2024,1,"Accel Communications, Inc",Sierra Wireless,365.49,1
2024,1,"Automated Control Concepts, Inc./ Inflexion Point",Sierra Wireless,7057.18,2
2024,1,Beck Tech,Sierra Wireless,43933.92,1
2024,1,Bluebonnet Electric Cooperative,Sierra Wireless,6866.3,1
2024,1,Boissonneault Electric Corp,Sierra Wireless,647.55,1
2024,1,Borough of Chambersburg,Sierra Wireless,30.0,1
2024,1,Braun Ambulances,Sierra Wireless,1008.24,1
2024,1,CM3 Building Solutions,Sierra Wireless,5037.2,1
2024,1,City of Escanaba,Sierra Wireless,1451.54,1
2024,1,Cole Engineering Services/By-Light,Other,44466.75,1
2024,1,Complete Control Services,Sierra Wireless,4070.24,1
2024,1,"Constructure Technologies, Inc",Sierra Wireless,1305.6,3
2024,1,Cox,Cambium Networks,23687.91,1
2024,1,Darke County Sheriff,Sierra Wireless,34380.63,1
2024,1,EQT,Sierra Wireless,5045.05,2
2024,1,EpiSci,Sierra Wireless,8091.66,1
2024,1,Equitrans Midstream,Sierra Wireless,287736.0,1
2024,1,Exelon - Delmarva,Sierra Wireless,3398.28,1
2024,1,Fleaux Services,Sierra Wireless,694.89,1
2024,1,Fletcher Industries,Sierra Wireless,2517.44,1
2024,1,George E. Booth Company,Sierra Wireless,1799.2,1
2024,1,Greece Police,Sierra Wireless,1543.94,1
2024,1,H&H Door Company Inc.,Sierra Wireless,1857.8,2
2024,1,IP Systems,Sierra Wireless,993.2,1
2024,1,Identisys,Sierra Wireless,10753.05,1
2024,1,Indeck Power Equipment Company,Sierra Wireless,321.54,1
2024,1,Indiana American Water,Sierra Wireless,4645.95,2
2024,1,Kit Communications,Sierra Wireless,1000.0,1
2024,1,Kyndryl,Other,18731.25,1
2024,1,Las Cruces,Sierra Wireless,1511.18,1
2024,1,Lightsource BP,Sierra Wireless,1647.15,1
2024,1,Lufthansa,Ericsson,34883.58,1
2024,1,Lumin8,Sierra Wireless,740.61,1
2024,1,Maxim Automation,Sierra Wireless,1647.46,2
2024,1,Millersburg Information System,Sierra Wireless,2783.1,1
2024,1,Missouri American Water,Sierra Wireless,7894.97,3
2024,1,Monte Vista Water District,Sierra Wireless,3581.84,1
2024,1,Nomad Solutions/Apex,Cambium Networks,40954.992,1
2024,1,"North Shore Energy, LLC",Other,153.63,1
2024,1,Northrop Grumman,Cambium Networks,723482.03,1
2024,1,Occidental Petroleum,Cambium Networks,12750.43,2
2024,1,Occidental Petroleum,Other,1618.82,1
2024,1,Occidental Petroleum,Site Infrastructure,8774.54,1
2024,1,Occidental Petroleum,Use Cases,6781.69,1
2024,1,PS Electric LLC,Sierra Wireless,2836.0,1
2024,1,Phoenix Contact Development,Sierra Wireless,5017.0,1
2024,1,Piedmont Automation,Sierra Wireless,16087.5,1
2024,1,Pioneer Cellular,Sierra Wireless,47868.75,1
2024,1,"QX Networking & Design, Inc.",Cambium Networks,3156.26,1
2024,1,"Quality Controls, Inc.",Sierra Wireless,650.61,1
2024,1,Rathbun Regional Water Association,Sierra Wireless,5857.5,1
2024,1,Rocket Technologies,Sierra Wireless,932.09,1
2024,1,Southern Company,Cambium Networks,2956.71,1
2024,1,Tennessee Valley Authority,Sierra Wireless,5073.0,2
2024,1,Today's Power,Sierra Wireless,8841.12,1
2024,1,UGI Utilities,Sierra Wireless,2724.34,2
2024,1,US Army,Nokia,8733.76,1
2024,1,WBA Automation,Sierra Wireless,3080.96,1
2024,1,West Virginia American Water,Sierra Wireless,42357.6,2
2024,1,Zentro,SIAE,15232.98,1
2024,2,ACT,Cambium Networks,17562.92,1
2024,2,ATN International,Other,5119.76,1
2024,2,All Electric,Sierra Wireless,1629.78,1
2024,2,"Allied Control Services, Inc.",Sierra Wireless,21464.73,1
2024,2,Ampirical,Sierra Wireless,9132.32,1
2024,2,Apergy - ChampionX,Sierra Wireless,6000.0,1
2024,2,"Automated Control Concepts, Inc./ Inflexion Point",Sierra Wireless,1761.39,1
2024,2,Built Systems,Sierra Wireless,897.01,1
2024,2,California American Water,Sierra Wireless,9590.400000000001,2
2024,2,Cox,Cambium Networks,6920.6,2
2024,2,Dixie Electric,Other,625.0,1
2024,2,Dynamic Automation LTD.,Sierra Wireless,199.74,1
2024,2,EQT,Sierra Wireless,3556.25,1
2024,2,Equitrans Midstream,Sierra Wireless,0.0,1
2024,2,Exelon,Sierra Wireless,2425.2,1
2024,2,Fermilab,Sierra Wireless,841.9,1
2024,2,Fleaux Services,Sierra Wireless,4537.6,3
2024,2,Future Technologies Innovations LLC,Other,400000.0,1
2024,2,Garver,Sierra Wireless,1703.3,1
2024,2,George E. Booth Company,Sierra Wireless,20.48,1
2024,2,Gogo Inflight,Ceragon Networks,785.88,1
2024,2,Gogo Inflight,Other,125.0,1
2024,2,Idemia,Sierra Wireless,13066.8,1
2024,2,Illinois American Water,Sierra Wireless,10647.5,3
2024,2,Indiana American Water,Sierra Wireless,8426.52,1
2024,2,J&M Security Solutions,Sierra Wireless,648479.7,1
2024,2,Maxim Automation,Sierra Wireless,6254.97,2
2024,2,Micro Enterprise NJ,Other,866.08,1
2024,2,Micro Enterprise NJ,Sierra Wireless,587.62,1
2024,2,Missouri American Water,Sierra Wireless,8148.75,2
2024,2,NH DOT,Sierra Wireless,1326.0,1
2024,2,NJ American Water,Sierra Wireless,65799.88,2
2024,2,Nationwide Security Corporation,Sierra Wireless,1004.59,1
2024,2,Occidental Petroleum,Cambium Networks,1410.22,1
2024,2,Occidental Petroleum,Other,3045.57,1
2024,2,Occidental Petroleum,Site Infrastructure,3451.81,1
2024,2,Owen Electric,Sierra Wireless,7050.0,1
2024,2,Pertech,Sierra Wireless,150.0,1
2024,2,Powersouth Energy Cooperative,Cambium Networks,8159.64,1
2024,2,"Preserving Our Georgia Cemeteries, LLC",Sierra Wireless,549.42,1
2024,2,Ranger Excavating,Sierra Wireless,120.0,1
2024,2,Redline Telecom,Cambium Networks,3828.6,1
2024,2,Thiele Kaolin Company,Cambium Networks,852.34,1
2024,2,Town of Frisco,Sierra Wireless,1183.78,1
2024,2,Tri-County Electric Coop.,Sierra Wireless,2016.48,1
2024,2,UGI Utilities,Sierra Wireless,1792.5,1
2024,2,UNIVERSITY of NEBRASKA – LINCOLN,Sierra Wireless,542.07,1
2024,2,University of Hawaii,Sierra Wireless,1084.72,1
2024,2,VA-KY Communications,Sierra Wireless,17300.0,1
2024,2,Vanguard Auto Design,Sierra Wireless,1622.67,1
2024,2,West Virginia American Water,Sierra Wireless,9590.4,3
2024,2,Williams Information Technology LLC,Sierra Wireless,59973.54,1
2024,2,York County,Cambium Networks,5643.76,2
2024,2,Zentro,SIAE,4814.12,2
2024,3,ATI Flat Rolled Products,Professional Services,45910.0,1
2024,3,All Phase Electric,Sierra Wireless,674.39,1
2024,3,Apergy - ChampionX,Other,17097.0,1
2024,3,Apergy - ChampionX,Sierra Wireless,18000.0,1
2024,3,"Automated Control Concepts, Inc./ Inflexion Point",Sierra Wireless,3285.47,1
2024,3,Automated Control Service,Sierra Wireless,3897.6,1
2024,3,"Cable Associates, Inc",Sierra Wireless,650.61,1
2024,3,Chicago Building Services,Sierra Wireless,862.84,1
2024,3,Clarity SSU,Sierra Wireless,516.92,1
2024,3,Cole Engineering Services/By-Light,Nokia,14400.0,2
2024,3,Collins Aerospace,Other,5000.0,1
2024,3,Complete Control Services,Sierra Wireless,3996.0,1
2024,3,Cox,Other,20876.55,2
2024,3,Customized Energy Solutions,Sierra Wireless,4020.0,3
2024,3,Entrust,Sierra Wireless,828.67,1
2024,3,EpiSci,Sierra Wireless,804.6,1
2024,3,Exelon,Sierra Wireless,114990.0,1
2024,3,Gogo Inflight,Ceragon Networks,567.12,1
2024,3,Gogo Inflight,Professional Services,1900.0,1
2024,3,HMV Group,Sierra Wireless,1743.22,1
2024,3,InDyne,Cambium Networks,33421.79,1
2024,3,Indeck Power Equipment Company,Sierra Wireless,120.0,1
2024,3,Irby Utilities,Other,188.36,1
2024,3,Irby Utilities,Sierra Wireless,170160.0,1
2024,3,J&M Security Solutions,Sierra Wireless,7345.0,1
2024,3,Johnson & Johnson,Use Cases,12352.94,1
2024,3,Lucid Trades,Sierra Wireless,3135.3,1
2024,3,Miami International Airport,Nokia,387466.0,1
2024,3,Micro Enterprise NJ,Sierra Wireless,1834.1,1
2024,3,NJ American Water,Sierra Wireless,1269.54,1
2024,3,Nomad Solutions/Apex,Cambium Networks,159145.35,3
2024,3,Norfolk Southern,Cambium Networks,36982.72,4
2024,3,Northrop Grumman,Cambium Networks,0.0,1
2024,3,Occidental Petroleum,Cambium Networks,82000.65,3
2024,3,Occidental Petroleum,Other,450.72,1
2024,3,Occidental Petroleum,Peplink,13951.82,1
2024,3,Occidental Petroleum,Use Cases,26250.0,1
2024,3,PA American Water,Sierra Wireless,4890.8,3
2024,3,Pearce Bertram +,Sierra Wireless,24566.0,1
2024,3,Perceptive Controls,Sierra Wireless,11600.7,3
2024,3,"Phillips Southern Electric Co., Inc.",Sierra Wireless,5368.0,2
2024,3,Powershare Energy Cooperative,Sierra Wireless,684.74,1
2024,3,Powersouth Energy Cooperative,Cambium Networks,6573.68,1
2024,3,"Rohde & Schwarz USA, Inc.",Other,9109.22,1
2024,3,Security 101,Sierra Wireless,1791.66,1
2024,3,Shenandoah Valley Electric CO-OP,Cambium Networks,3998.56,1
2024,3,Summit Utilities,Sierra Wireless,33368.2,3
2024,3,Tecore Networks,Other,60000.0,1
2024,3,Tecore Networks,Site Infrastructure,1000000.0,1
2024,3,Tennessee Valley Authority,Other,635.55,1
2024,3,Thiele Kaolin Company,Cambium Networks,1351.95,1
2024,3,Today's Power,Sierra Wireless,2947.04,1
2024,3,"Traffic Control Product, Inc.",Sierra Wireless,1211.11,1
2024,3,UGI Utilities,Sierra Wireless,2644.1,1
2024,3,We Energies,Sierra Wireless,43553.4,1
2024,3,West Kentucky Rural Electric,Sierra Wireless,6964.72,1
2024,3,West Virginia American Water,Sierra Wireless,799.2,1
2024,3,Western Midstream,Cambium Networks,55196.50999999999,3
2024,3,Widelity,Sierra Wireless,438.91,1
2024,3,Williams Information Technology LLC,Sierra Wireless,1326.4,1
2024,4,"ACES American Control and Engineering Service, Inc.",Sierra Wireless,1092.27,1
2024,4,AEP Texas,Sierra Wireless,1117.5,1
2024,4,ATN International,Other,4645.54,1
2024,4,American Water,Sierra Wireless,10199.0,1
2024,4,Apergy - ChampionX,Sierra Wireless,70003.5,2
2024,4,Arizona DOT,Sierra Wireless,2397.5,1
2024,4,"Automated Control Concepts, Inc./ Inflexion Point",Sierra Wireless,1069.52,1
2024,4,Baack Controls,Sierra Wireless,1004.37,1
2024,4,BlackHawk Datacom,Ceragon Networks,1525.0,1
2024,4,Budget Mentor,Sierra Wireless,4583.53,1
2024,4,Complete Control Services,Sierra Wireless,2151.12,2
2024,4,Conoco Phillips,Other,5500.0,1
2024,4,Cooperative Energy,Sierra Wireless,3262.5,1
2024,4,Cox,Cambium Networks,74087.35,6
2024,4,Delaware Electric CO-OP,Sierra Wireless,50.0,1
2024,4,Dole Fresh Vegetables,Sierra Wireless,833.72,1
2024,4,EQT,Sierra Wireless,3556.25,1
2024,4,"East Carolina Communications,LLC",Cradlepoint,3795.2,1
2024,4,Electronic Security Corporation,Sierra Wireless,372.55,1
2024,4,Energy Transfer Partners,Cambium Networks,1000000.0,1
2024,4,Energy Transfer Partners,Sierra Wireless,50000.0,1
2024,4,Essex County Office of Emergency Services,Sierra Wireless,1506.86,1
2024,4,Fiero Automation - Hartfiel,Sierra Wireless,5383.17,1
2024,4,Fleaux Services,Sierra Wireless,6239.200000000001,2
2024,4,G&C Optimization,Sierra Wireless,76782.72,1
2024,4,George E. Booth Company,Sierra Wireless,1846.18,1
2024,4,Global Capital Network,Sierra Wireless,2591.73,2
2024,4,Gogo Inflight,Ceragon Networks,2759.5,1
2024,4,HMV Group,Sierra Wireless,408.53,1
2024,4,Hilcorp,Sierra Wireless,50000.0,1
2024,4,Holiday Process Solutions,Sierra Wireless,6525.0,1
2024,4,"HydroGeoLogic, Inc",Sierra Wireless,1187.69,1
2024,4,Illinois American Water,Sierra Wireless,2397.6,2
2024,4,Indiana American Water,Sierra Wireless,434.45,1
2024,4,KYTC,Other,924.29,1
2024,4,KYTC,Sierra Wireless,12306.73,2
2024,4,Kenergy,Cambium Networks,8677.4,1
2024,4,Lighthouse Electric,Sierra Wireless,4785.4,1
2024,4,Loss Prevention Research,Sierra Wireless,440.77,1
2024,4,Motion AI,Sierra Wireless,703.39,1
2024,4,New Hampshire Electric,Sierra Wireless,3044.72,1
2024,4,Norfolk Southern,Cambium Networks,145268.33,5
2024,4,Occidental Petroleum,Cambium Networks,43457.42,3
2024,4,PA American Water,Sierra Wireless,6375.059999999999,4
2024,4,Patti Engineering,Sierra Wireless,942.8,1
2024,4,Perceptive Controls,Sierra Wireless,2532.02,3
2024,4,Pertech,Other,140.58,1
2024,4,"Phillips Southern Electric Co., Inc.",Sierra Wireless,7670.8,1
2024,4,QSI Companies,Sierra Wireless,650.59,1
2024,4,Revere Control (AW),Sierra Wireless,799.2,1
2024,4,"SCS Engineers Stearns, Conrad and Schmidt Consulting Engineers, Inc",Sierra Wireless,3804.86,1
2024,4,Sita,Cradlepoint,111113.28,1
2024,4,"Solar Technology, Inc.",Sierra Wireless,32500.0,1
2024,4,Summit Utilities,Sierra Wireless,90.0,1
2024,4,TID Water and Power  Turlock Irrigation District,Sierra Wireless,789.02,1
2024,4,"The Ritz-Carlton Residences, Inner Harbor, Baltimore",Use Cases,37848.0,1
2024,4,Trakka Systems,Sierra Wireless,3906.9,1
2024,4,UGI Utilities,Sierra Wireless,1989.6,1
2024,4,VLCM,Sierra Wireless,880.94,1
2024,4,Veolia,Sierra Wireless,650.59,1
2024,4,Vision Security Technologies,Sierra Wireless,12593.0,1
2024,4,Vision to Learn,Sierra Wireless,3071.79,1
2024,4,We Energies,Sierra Wireless,12963.6,2
2024,4,West Virginia American Water,Sierra Wireless,8359.880000000001,2
2024,4,Western Midstream,Cambium Networks,1774.3,1
2024,4,Williams Information Technology LLC,Cambium Networks,14713.64,2
2024,4,Williams Information Technology LLC,Sierra Wireless,59377.5,2
2024,4,Windhams Tech Firm,Sierra Wireless,118710.0,2
2024,4,Zentro,SIAE,9976.48,2
2024,5,ATI Flat Rolled Products,Use Cases,174.4,1
2024,5,Aclara - Hubbell Inc,Sierra Wireless,3262.5,1
2024,5,Amtrak,Sierra Wireless,2557.65,1
2024,5,Apergy - ChampionX,Sierra Wireless,28838.5,1
2024,5,Applied Connective,Sierra Wireless,471.15,1
2024,5,Avery Dennison,Sierra Wireless,924.39,1
2024,5,CEC Controls - Wood PLC,Sierra Wireless,36261.16,1
2024,5,CSX,Cambium Networks,10270.44,2
2024,5,California American Water,Sierra Wireless,1598.4,1
2024,5,Champion X,Other,6074.0,1
2024,5,City of Lewisville,Other,1285365.8,1
2024,5,ConnectSmart Systems,Peplink,705.88,1
2024,5,Consolidated Electrical Distributors,Sierra Wireless,1301.18,1
2024,5,Cooks Communications,Sierra Wireless,1008.24,1
2024,5,Desert Ready Mix,Sierra Wireless,500.0,1
2024,5,EQT,Sierra Wireless,14950.0,1
2024,5,"ETS - Engineering & Testing Services, Inc.",Sierra Wireless,1301.22,2
2024,5,Enlink,Sierra Wireless,652.5,1
2024,5,EpiSci,Sierra Wireless,1281.56,1
2024,5,Equitrans Midstream,Sierra Wireless,600.35,1
2024,5,Exelon,Sierra Wireless,1989.6,1
2024,5,Fletcher Industries,Sierra Wireless,8010.1,1
2024,5,Gogo Inflight,Other,1900.0,1
2024,5,Graybill Inc. (Alliant Energy),Sierra Wireless,53761.4,1
2024,5,Hilcorp,Sierra Wireless,87417.0,1
2024,5,Illinois American Water,Sierra Wireless,1556.81,2
2024,5,Indiana American Water,Sierra Wireless,9047.3,2
2024,5,Information Station Specialists,Sierra Wireless,676.92,1
2024,5,Irby Utilities,Sierra Wireless,14180.0,1
2024,5,J&M Security Solutions,Sierra Wireless,597.5,1
2024,5,KYTC,Cambium Networks,10000.0,1
2024,5,KYTC,Sierra Wireless,2497.78,2
2024,5,L&L Electrical,Sierra Wireless,1261.5,1
2024,5,McEnery Automation,Sierra Wireless,1278.75,1
2024,5,Miami International Airport,Nokia,6001040.0,4
2024,5,Miami International Airport,Use Cases,1331.3,1
2024,5,Missouri American Water,Sierra Wireless,790.26,1
2024,5,Norfolk Southern,Cambium Networks,519.36,1
2024,5,Norfolk Southern,Other,5000.0,1
2024,5,Occidental Petroleum,Cambium Networks,226598.41,5
2024,5,Occidental Petroleum,Other,1029.8,1
2024,5,Occidental Petroleum,Use Cases,190000.0,1
2024,5,PA American Water,Sierra Wireless,846.79,1
2024,5,"Quality Controls, Inc.",Sierra Wireless,761.18,1
2024,5,TICO Technical,Sierra Wireless,855.6,1
2024,5,"TRI-R Systems, Inc",Sierra Wireless,195.83,1
2024,5,Thiele Kaolin Company,Cambium Networks,342.72,1
2024,5,US Army,Cambium Networks,411551.22,1
2024,5,VA-KY Communications,Sierra Wireless,2442.36,1
2024,5,Virginia American Water,Sierra Wireless,1373.21,1
2024,5,Voor Residence,Sierra Wireless,1390.08,1
2024,5,Wachter,Other,12806.35,1
2024,5,We Energies,Sierra Wireless,16590.0,1
2024,5,West Virginia American Water,Sierra Wireless,16060.85,4
2024,5,Western Midstream,Cambium Networks,10437.85,2
2024,5,Wildflower International,Sierra Wireless,4560.0,1
2024,5,Williams Information Technology LLC,Sierra Wireless,50242.5,1
2024,5,Zentro,SIAE,123588.0,2
2024,5,Zumtobel Lighting Inc,Sierra Wireless,1262.6,1
2024,6,AECOM,Sierra Wireless,1740.11,1
2024,6,ATI Flat Rolled Products,Celona,66659.53,3
2024,6,ATI Flat Rolled Products,Other,62058.34,1
2024,6,ATI Flat Rolled Products,Professional Services,6841.59,1
2024,6,ATN International,Cambium Networks,23527.0,1
2024,6,Artesian Water,Sierra Wireless,2836.0,1
2024,6,Atlantic Veterinary Hospital,Peplink,281.18,1
2024,6,Bluebonnet Electric Cooperative,Sierra Wireless,6866.3,1
2024,6,Cooperative Energy,Sierra Wireless,12930.03,2
2024,6,Crawford Electric,Cradlepoint,2341.66,1
2024,6,Crawford Electric,Sierra Wireless,7275.02,1
2024,6,CrossCountry Freight Solutions,Sierra Wireless,369.79,1
2024,6,DC Department of Energy and Environment,Sierra Wireless,848.011,1
2024,6,Delaware Electric CO-OP,Sierra Wireless,50.0,1
2024,6,"Delta Services, LLC",Sierra Wireless,955.7,1
2024,6,"ETS - Engineering & Testing Services, Inc.",Sierra Wireless,1951.83,1
2024,6,Electronic Security Corporation,Peplink,780.35,1
2024,6,Empire USA,Sierra Wireless,34085.81,1
2024,6,Enlink,Sierra Wireless,3262.5,4
2024,6,Equitrans Midstream,Sierra Wireless,620.62,1
2024,6,Essex County Office of Emergency Services,Sierra Wireless,1506.86,1
2024,6,Exelon,Sierra Wireless,255240.0,1
2024,6,Fiero Automation - Hartfiel,Sierra Wireless,10835.46,1
2024,6,Floor and Decor,Other,591.43,1
2024,6,Graybar Electric,Sierra Wireless,1550.8,1
2024,6,ICA Engineering,Sierra Wireless,799.2,1
2024,6,Idemia,Sierra Wireless,65334.0,2
2024,6,Illinois American Water,Sierra Wireless,799.2,1
2024,6,Indiana American Water,Sierra Wireless,10457.25,1
2024,6,Intuitive Research and Technology Corporation,Use Cases,5127.48,1
2024,6,KYTC,Other,924.29,1
2024,6,KYTC,Sierra Wireless,200217.35,2
2024,6,M&F Mobiles Services LLC (Repair Man),Sierra Wireless,1753.79,1
2024,6,Maxim Automation,Sierra Wireless,600.49,1
2024,6,Miami International Airport,Nokia,34229.8,1
2024,6,Mirapath,Sierra Wireless,1368.3,1
2024,6,NJ American Water,Sierra Wireless,3106.29,1
2024,6,Occidental Petroleum,Cambium Networks,62374.45,4
2024,6,Occidental Petroleum,Other,19318.09,1
2024,6,Occidental Petroleum,Use Cases,80150.4,1
2024,6,Perceptive Controls,Sierra Wireless,232.05,1
2024,6,"Quality Controls, Inc.",Sierra Wireless,650.61,1
2024,6,Sage Integration,Sierra Wireless,466.61,1
2024,6,Security 101,Sierra Wireless,3275.77,1
2024,6,Serco,Cambium Networks,34504.88,1
2024,6,South Florida Water management district,Cambium Networks,10000.0,1
2024,6,Summerwood Corporation,Sierra Wireless,7420.38,1
2024,6,T and C Stamping,Peplink,1053.48,1
2024,6,"Tectonic Engineering Consultants, Geologists & Surveying DCP",Sierra Wireless,750.0,1
2024,6,Telus,Advisory Services,34504.88,1
2024,6,Texas Electric Coop,Sierra Wireless,14937.5,1
2024,6,US Army,Cambium Networks,15257.32,1
2024,6,Virginia American Water,Sierra Wireless,2714.97,2
2024,6,Vision to Learn,Sierra Wireless,15000.0,1
2024,6,We Energies,Sierra Wireless,16590.0,1
2024,6,Western Midstream,Cambium Networks,15569.98,2
2024,6,Williams Information Technology LLC,Other,10000.0,1
2024,6,Williams Information Technology LLC,Sierra Wireless,600000.0,2
2024,6,Zentro,SIAE,66996.72,3
